f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33
D10,A,1,3,0.3,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,F,2.5,6,0.3,0.5,0.7,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
D10,A,2,5,0.3,0.5,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,
D10,H,82,20,1,2.5,7.2,10.5,6.5,6.2,4.5,2.6,1.6,1.6,2.2,2.3,6.7,7,5.8,4.5,4.2,3.2,1.4,0.3,,,,,,,,,
J15,A,108,17,1,3.6,6.7,9.2,12.1,10.8,7.7,6.5,6.2,9.3,9.2,8.2,6.6,5.4,3.2,2,0.5,,,,,,,,,,,,
J15,B,1,4,0.2,0.5,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J15,B,2,4,0.3,1,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
J15,B,1,3,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,B,1,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,B,1,2,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,B,1,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,C,1,3,0.2,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,C,1,3,0.2,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,C,1,3,0.2,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,C,1,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,C,1,3,0.3,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,C,1,3,0.4,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,C,2,4,0.2,0.5,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
J15,C,1,3,0.2,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,1,3,0.2,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,C,2.5,5,0.4,0.4,0.7,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J15,C,1,4,0.2,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,1.5,3,0.2,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,4,5,0.4,1.7,1.2,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,4,5,0.5,1.3,1.2,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,1,3,0.3,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,2,4,0.2,0.8,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,3,4,0.5,1.1,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,8,6,0.3,1.6,2.2,1.5,1.6,1.2,,,,,,,,,,,,,,,,,,,,,,,
J15,B,1,3,0.3,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,B,1,3,0.2,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,6,7,0.3,0.9,1,1.2,1,1.2,0.2,,,,,,,,,,,,,,,,,,,,,,
J15,D,5,6,0.3,1.4,1.2,1.2,0.9,0.4,,,,,,,,,,,,,,,,,,,,,,,
J15,D,12,9,0.6,2.1,2,1.6,1.5,2,1.3,0.5,0.2,,,,,,,,,,,,,,,,,,,,
J15,E,7,6,0.3,1.6,2.2,1.7,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
J15,E,2,4,0.2,0.7,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
J15,E,5,6,0.2,1.2,1.6,1.1,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
J15,E,2,4,0.2,0.8,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
J15,E,6,6,0.6,1.7,1.4,1.1,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,
J15,E,6,6,0.3,1.3,1.5,1.2,1.1,0.7,,,,,,,,,,,,,,,,,,,,,,,
J15,E,2,4,0.2,0.8,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
J15,E,1,3,0.3,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,E,2,4,0.2,1,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J15,E,1.5,4,0.2,0.5,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
J15,E,2,4,0.3,0.8,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
J15,E,2,5,0.2,0.7,0.7,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J15,E,3,5,0.3,1,1,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J15,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J15,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,A,40,19,0.5,1.5,1.5,1.3,1.1,1.2,1.6,2.1,2.6,3.7,4.8,5,3.8,3.2,2.9,1.9,0.8,0.3,0.2,,,,,,,,,,
M25,B,1,3,0.4,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,B,1,4,0.3,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
M25,C,3,4,0.5,1.2,0.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M25,C,51,16,0.7,2.5,3.3,4.8,4.4,5.3,4.8,3.8,4.6,6.2,3.7,2.6,2.5,1.3,0.3,0.2,,,,,,,,,,,,,
M25,D,2,3,0.5,1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,D,3,6,0.2,0.8,0.6,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
M25,D,143,22,0.6,1.3,2.7,4.9,6.7,7.8,8.6,11,11.6,12.5,11.7,11.3,7.4,6.3,4.7,4.3,6.5,7,5.6,5.1,3.5,2,,,,,,,
M25,E,40,13,0.3,0.6,2.1,3.1,5.1,5.1,6.1,6.3,4.3,2.4,1.8,1.9,0.5,,,,,,,,,,,,,,,,
M25,E,2,5,0.2,0.5,0.6,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
M25,E,5,7,0.5,0.8,0.9,1,0.9,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,
M25,E,2,5,0.2,0.5,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,
M25,E,3,5,0.5,0.8,0.8,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,
M25,E,24,11,0.6,1.2,1.8,2.5,2.6,3.1,4,3.5,2.1,1.7,0.6,,,,,,,,,,,,,,,,,,
M25,F,14,12,0.2,0.5,1.6,1.7,1.3,1.3,1.5,1.7,1.7,1,1.1,0.5,,,,,,,,,,,,,,,,,
M25,F,4,6,0.5,1.2,1,0.8,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,
M25,F,4,7,0.2,1,1.1,0.8,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,
M25,G,2,6,0.2,0.5,0.4,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,
M25,G,6,10,0.2,0.7,0.7,0.8,0.9,0.8,0.8,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,
M25,G,2,7,0.2,0.5,0.5,0.4,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,4,0.4,0.4,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,2,7,0.2,0.4,0.5,0.4,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,
M25,G,2,5,0.3,0.5,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,2,7,0.2,0.5,0.7,0.3,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,
M25,G,4,8,0.3,0.8,0.9,0.5,0.5,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,
M25,G,15,13,0.2,0.8,0.7,0.8,1.8,1.7,1.8,2.1,1.7,1.6,1,0.7,0.2,,,,,,,,,,,,,,,,
M25,G,42,18,0.5,0.6,1.5,2,1.8,2,2.3,2.5,2.5,4.1,3.7,4.7,3.9,2.5,2.8,2.6,1.9,0.5,,,,,,,,,,,
M25,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,D,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,E,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,E,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,A,1,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,A,1,4,0.2,0.4,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,B,2,5,0.2,0.8,0.8,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,
Q17,B,2,4,0.3,0.8,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,B,3,5,0.3,0.6,0.8,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,
Q17,B,2,4,0.2,0.6,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,B,3,5,0.2,0.6,0.8,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,
Q17,B,2.5,5,0.2,0.7,0.8,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,
Q17,C,1,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,C,1,4,0.2,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,C,1,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,A,1,3,0.2,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,A,1,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,2,4,0.2,0.7,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,3,5,0.3,1,1.1,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,1,4,0.2,0.6,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,3,5,0.3,0.8,1.1,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,
Q17,A,1,3,0.2,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,2,4,0.2,0.6,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,2,4,0.2,0.7,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,2,4,0.2,0.8,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,4,0.2,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,A,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,A,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,C,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,H,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,A,129,18,1.5,3.2,6,7.3,9.6,10.5,10,9.1,9.4,9.5,10.2,13.1,10.8,8.4,5.8,3.5,0.5,0.2,,,,,,,,,,,
M10,B,71,20,0.3,1.5,2,2.5,2.6,3.1,4.2,4.6,4.7,5,6,7,7.4,6,5,3.2,3.2,1.8,0.6,0.3,,,,,,,,,
M10,C,1,3,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,2,6,0.2,0.6,0.6,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
M10,D,2,5,0.2,0.7,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,3,6,0.2,0.7,0.6,0.6,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,
M10,D,1,4,0.3,0.5,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,2,6,0.3,0.3,0.5,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
M10,D,1,3,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,2,4,0.3,0.5,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,5,7,0.2,0.8,0.8,1.1,0.9,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,
M10,E,44,16,0.5,1.8,3.1,2.5,2.4,2.6,2.9,2.5,2.6,2.5,3.6,4.6,5.3,5.1,1.8,0.5,,,,,,,,,,,,,
M10,E,4,5,0.3,0.8,1.2,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,
M10,E,2,5,0.2,0.5,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,
M10,C,1,3,0.2,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,C,1,3,0.3,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,C,1,3,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,1.5,4,0.2,0.5,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,1,4,0.2,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,2,5,0.2,0.5,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,2,4,0.2,0.6,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,6,7,0.2,0.5,1.6,1.2,1.2,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,
M10,C,1,3,0.4,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,1,3,0.2,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,C,2,4,0.2,0.5,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M10,C,1.5,4,0.2,0.5,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,2,4,0.2,0.5,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
M10,E,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
